application_id,program_category,bit_program_applied,degree_language,previous_gpa,academic_ranking_percentile,math_physics_background_score,research_alignment_score,publication_count,technical_competitions,english_test_type,english_score,chinese_proficiency,chinese_study_duration_months,language_certificate_authenticity,home_country,belt_road_country,developing_country,previous_china_experience,bit_partner_university,age,gender,financial_guarantee_available,family_income_tier,sponsorship_type,previous_scholarship,scholarship_essay_score,interview_score,sop_score,recommendation_strength,cultural_adaptability_score,document_authenticity_score,health_certificate_status,previous_visa_refusals,application_completeness_score,admission_decision,scholarship_tier,scholarship_amount_rmb
BIT20250525,Chinese Language,Chinese Language and Culture,Chinese-taught,3.14,12,9.8,1.0,1,1,TOEFL,76.9,HSK5,7,0.8,Mongolia,1,0,0,0,32,Male,1,Low,Government,0,8.2,86.2,6.1,8.6,8.1,0.95,Valid,0,0.84,Rejected,None,0
BIT20250526,Postgraduate,Information and Communication Engineering,Chinese-taught,3.13,28,9.9,9.2,0,3,TOEFL,87.1,HSK5,6,0.75,Mongolia,1,1,0,1,18,Female,1,Low,Self-funded,0,9.2,87.4,8.2,5.7,6.3,0.82,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250527,Postgraduate,Management Science and Engineering,English-taught,3.11,44,5.6,1.4,0,1,TOEFL,86.2,HSK2,8,0.94,Pakistan,1,1,1,0,33,Female,1,Low,Self-funded,0,9.1,83.6,9.0,5.0,6.2,0.82,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250528,Undergraduate,Medical Technology,English-taught,2.8,93,4.2,2.2,0,1,IELTS,95.1,NO_EXAM,4,0.97,India,1,1,0,0,19,Male,1,Low,Self-funded,1,6.1,77.1,9.4,5.5,7.4,0.76,Valid,2,0.87,Rejected,None,0
BIT20250529,Undergraduate,Aerospace Engineering,English-taught,3.25,43,8.2,5.6,1,1,IELTS,96.0,NO_EXAM,4,0.85,Thailand,1,1,0,0,20,Female,1,Low,Self-funded,0,10.0,88.1,6.5,6.9,5.2,0.79,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250530,Chinese Language,Chinese Language and Culture,Chinese-taught,3.08,17,6.7,7.6,1,2,IELTS,84.7,HSK5,10,0.79,Kenya,1,1,0,1,32,Female,0,Medium,Self-funded,0,4.2,76.9,6.0,6.6,8.2,0.8,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250531,Chinese Language,Chinese Language and Culture,Chinese-taught,2.13,40,4.6,6.2,0,0,IELTS,87.9,HSK6,10,0.85,Brazil,0,1,0,0,32,Male,1,Low,Self-funded,0,9.9,71.5,6.1,9.4,9.1,0.75,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250532,Dual Degree,Joint Business Administration Program,English-taught,4.0,49,8.2,2.3,0,1,IELTS,88.3,NO_EXAM,8,0.96,Ethiopia,1,0,1,0,21,Female,0,Medium,Self-funded,0,5.5,95.9,8.3,5.4,8.6,0.79,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250533,Dual Degree,Joint Computer Science Program,English-taught,3.74,85,4.2,0.0,2,2,DUOLINGO,62.3,NO_EXAM,10,0.91,Mongolia,1,1,0,0,20,Female,0,Low,Government,1,6.6,84.9,7.6,7.2,7.3,0.97,Valid,1,0.95,Admitted,Partial,27871
BIT20250534,Postgraduate,National Economy Mobilization,English-taught,3.15,57,9.2,7.6,1,1,IELTS,69.1,NO_EXAM,4,0.96,Ethiopia,0,1,0,1,24,Male,0,Low,Self-funded,0,9.3,72.2,8.0,9.8,7.8,0.8,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250535,Chinese Language,Chinese Language and Culture,Chinese-taught,3.31,87,4.8,9.9,1,3,TOEFL,78.9,HSK5,8,0.8,Pakistan,1,1,0,0,25,Male,1,High,University,0,5.5,81.3,5.1,7.5,5.1,0.78,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250536,Dual Degree,Joint Mechanical Engineering,English-taught,2.83,84,4.8,8.1,2,1,IELTS,79.4,HSK1,0,0.91,Indonesia,0,0,0,1,24,Male,0,Medium,Self-funded,0,5.3,80.3,7.0,5.7,9.6,0.82,Valid,1,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250537,Chinese Language,Chinese Language and Culture,Chinese-taught,3.98,64,5.1,4.6,0,2,TOEFL,73.0,HSK5,9,0.9,Indonesia,1,0,1,0,21,Male,1,Medium,Self-funded,1,7.9,76.5,6.6,6.5,7.8,0.99,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250538,Undergraduate,Mechanical Engineering,Chinese-taught,4.0,75,9.8,9.0,0,1,NO_EXAM,92.5,HSK5,9,0.87,Morocco,1,1,0,1,27,Female,0,Medium,Self-funded,0,8.2,82.3,9.3,8.1,6.6,0.93,Valid,0,0.97,Admitted,Full,53474
BIT20250539,Postgraduate,National Economy Mobilization,English-taught,3.36,57,8.2,4.1,0,0,IELTS,85.0,NO_EXAM,10,0.86,Russia,1,0,0,1,27,Male,1,Low,Government,0,4.0,70.7,8.9,5.1,6.5,0.76,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250540,Undergraduate,Mathematics and Statistics,English-taught,3.71,98,8.8,5.2,1,0,DUOLINGO,82.9,HSK1,7,0.87,Brazil,0,1,0,0,32,Female,1,Low,Self-funded,0,6.7,88.7,7.1,9.8,8.3,0.93,Valid,0,0.9,Admitted,Partial,15068
BIT20250541,Dual Degree,Joint Business Administration Program,English-taught,3.37,74,6.4,4.8,1,1,TOEFL,72.4,NO_EXAM,2,0.95,Thailand,1,0,0,0,27,Female,1,Medium,Government,0,6.9,79.9,8.2,7.8,7.9,0.93,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250542,Postgraduate,Information and Communication Engineering,English-taught,2.77,74,6.0,4.5,0,1,DUOLINGO,84.6,HSK3,7,0.97,Malaysia,0,0,1,0,26,Male,1,Medium,Self-funded,0,5.6,63.9,5.2,8.5,5.9,0.99,Valid,0,0.84,Rejected,None,0
BIT20250543,Undergraduate,Humanities and Social Sciences,English-taught,3.14,70,5.4,7.8,1,0,TOEFL,58.7,NO_EXAM,4,0.73,Ethiopia,1,0,0,1,26,Male,1,High,Self-funded,0,7.3,77.7,8.2,7.5,7.0,0.97,Valid,0,0.97,Rejected,None,0
BIT20250544,Postgraduate,Materials Science and Technology,English-taught,3.35,100,6.9,5.3,1,1,IELTS,83.4,NO_EXAM,1,0.87,France,0,1,0,0,33,Female,1,Low,Government,0,4.9,73.8,5.5,9.8,8.4,0.73,Valid,0,0.81,Rejected,None,0
BIT20250545,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,3.12,88,7.3,3.2,1,2,IELTS,85.6,NO_EXAM,8,0.98,Pakistan,1,1,0,0,34,Female,1,Low,Self-funded,0,5.9,50.1,8.6,7.9,6.5,0.84,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250546,Undergraduate,Foreign Languages,English-taught,3.21,76,7.8,2.6,0,1,IELTS,87.4,NO_EXAM,3,0.74,Mongolia,0,0,1,0,33,Male,1,Low,University,0,8.3,78.4,7.9,8.3,7.5,0.91,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250547,Undergraduate,Information and Electronics,Chinese-taught,3.26,43,5.5,0.4,1,3,TOEFL,69.4,HSK6,6,0.82,Kazakhstan,0,0,0,1,23,Male,1,Medium,Self-funded,0,9.2,90.4,6.5,9.3,6.3,0.99,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250548,Postgraduate,Applied Economics,Chinese-taught,3.27,23,9.7,5.8,0,3,NO_EXAM,87.2,HSK6,11,0.73,Kenya,0,1,0,0,22,Male,0,Low,Company,0,7.5,78.9,6.9,9.3,5.4,0.73,Valid,0,0.81,Rejected,None,0
BIT20250549,Postgraduate,Chemistry,English-taught,3.32,27,5.0,2.3,0,0,TOEFL,74.6,NO_EXAM,7,0.73,Russia,1,0,0,0,24,Male,1,Medium,Company,1,4.4,87.1,5.5,5.1,6.9,0.81,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250550,Chinese Language,Chinese Language and Culture,Chinese-taught,2.88,58,9.8,1.5,0,1,IELTS,76.9,HSK5,6,0.97,Russia,1,1,0,0,30,Female,1,High,University,0,8.1,80.1,6.6,6.4,8.7,0.85,Valid,0,0.8,Rejected,None,0
BIT20250551,Postgraduate,Chemical Engineering and Technology,English-taught,3.01,37,4.1,6.5,0,1,DUOLINGO,92.2,NO_EXAM,10,0.83,Thailand,0,0,1,0,25,Male,1,Medium,University,0,9.4,75.4,9.8,6.2,6.1,0.82,Valid,0,0.84,Rejected,None,0
BIT20250552,Chinese Language,Chinese Language and Culture,Chinese-taught,2.79,6,6.9,6.8,2,0,TOEFL,100.0,HSK6,5,0.91,Malaysia,1,1,0,0,18,Male,1,Low,Self-funded,0,7.0,72.7,7.4,5.0,8.8,0.84,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250553,Postgraduate,Master of Business Administration (MBA),English-taught,3.69,65,6.0,7.5,0,0,IELTS,85.5,NO_EXAM,11,0.74,Malaysia,1,1,1,1,27,Female,1,Low,Self-funded,0,7.0,67.2,7.4,9.4,8.3,0.81,Valid,0,0.99,Admitted,Partial,17875
BIT20250554,Postgraduate,Law,English-taught,2.46,6,6.7,5.0,1,1,IELTS,76.8,NO_EXAM,6,0.71,Russia,0,1,0,0,18,Male,1,Medium,Company,0,9.9,89.3,8.1,6.6,7.5,0.99,Valid,0,0.81,Rejected,None,0
BIT20250555,Chinese Language,Chinese Language and Culture,Chinese-taught,3.76,50,7.4,8.9,1,0,IELTS,86.9,HSK5,3,0.97,Zimbabwe,1,1,0,0,31,Male,1,Medium,Self-funded,0,7.8,87.3,7.4,6.7,9.9,0.94,Valid,1,0.92,Admitted,Full,52252
BIT20250556,Postgraduate,Integrated Circuit Science and Technology,English-taught,3.85,22,6.6,9.4,1,2,DUOLINGO,94.4,NO_EXAM,9,0.87,Mongolia,1,0,1,0,32,Female,1,Medium,Government,1,8.8,77.2,6.8,5.5,9.4,0.92,Valid,0,0.87,Admitted,Full,57647
BIT20250557,Undergraduate,Economics,English-taught,3.18,88,6.5,8.1,1,1,DUOLINGO,91.2,HSK1,0,0.71,Ethiopia,0,0,0,1,23,Female,1,Low,Government,1,7.9,59.8,5.7,9.9,7.8,0.82,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250558,Undergraduate,Materials Science and Engineering,English-taught,2.26,25,8.4,6.4,0,2,IELTS,100.0,HSK2,4,1.0,France,1,1,0,0,19,Male,1,High,University,0,5.3,84.7,8.2,9.1,7.8,0.96,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250559,Chinese Language,Chinese Language and Culture,Chinese-taught,3.16,79,8.1,3.0,1,5,IELTS,77.8,HSK5,7,0.85,Kenya,1,1,0,1,24,Male,1,Medium,Self-funded,0,5.7,71.0,8.7,7.9,6.4,0.73,Valid,1,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250560,Postgraduate,Integrated Circuit Science and Technology,English-taught,3.27,90,9.0,9.8,0,1,TOEFL,87.5,NO_EXAM,9,0.84,France,1,0,1,0,22,Male,0,High,Government,0,8.0,81.4,9.6,8.9,9.6,0.74,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250561,Postgraduate,Aeronautical and Astronautical Science and Technology,English-taught,2.9,72,5.5,2.7,0,1,NO_EXAM,100.0,NO_EXAM,5,0.89,Kenya,0,1,0,0,25,Male,1,Low,University,0,6.7,64.6,5.0,8.9,9.5,0.99,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250562,Undergraduate,Medical Technology,Chinese-taught,3.09,51,7.7,2.0,0,2,TOEFL,99.9,HSK6,4,0.7,Kazakhstan,1,1,0,1,20,Female,1,Low,Self-funded,1,6.4,80.9,5.3,8.3,8.7,0.87,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250563,Undergraduate,Law,Chinese-taught,3.91,88,7.5,4.4,2,0,TOEFL,65.5,HSK5,1,0.87,Kazakhstan,1,1,0,0,30,Male,1,Low,Self-funded,0,4.1,78.7,9.5,5.9,5.6,0.75,Valid,0,0.95,Admitted,Partial,24802
BIT20250564,Undergraduate,Physics,Chinese-taught,3.57,48,6.2,0.6,1,2,IELTS,85.0,HSK5,9,0.89,Egypt,1,0,0,1,23,Male,1,High,Government,0,9.3,55.9,8.2,8.6,8.5,0.98,Invalid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250565,Undergraduate,Medical Technology,English-taught,2.93,70,6.9,9.8,1,1,TOEFL,99.8,NO_EXAM,11,0.79,Indonesia,0,1,0,1,31,Female,1,Low,Government,0,9.3,96.2,9.8,7.8,6.3,0.99,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250566,Postgraduate,Biomedical Engineering,Chinese-taught,2.66,99,5.9,5.9,0,1,IELTS,100.0,HSK5,4,0.92,Kazakhstan,0,0,0,0,24,Female,0,Low,Government,0,6.8,76.7,7.2,8.6,5.9,0.96,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250567,Undergraduate,Foreign Languages,English-taught,3.17,65,4.9,5.6,0,1,DUOLINGO,92.0,NO_EXAM,9,0.81,Mongolia,1,1,1,0,28,Female,0,Low,Self-funded,0,8.2,77.4,7.1,7.7,8.8,0.77,Valid,1,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250568,Postgraduate,Computer Science and Technology,Chinese-taught,3.21,60,5.3,6.6,0,1,IELTS,81.3,HSK5,11,0.92,Morocco,1,0,0,0,26,Male,1,Medium,University,0,5.1,85.3,6.7,9.8,9.8,0.78,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250569,Dual Degree,Joint Business Administration Program,English-taught,3.5,46,4.6,5.0,0,1,DUOLINGO,74.9,HSK1,2,0.74,Egypt,1,1,0,1,27,Male,1,High,University,0,7.0,79.5,5.7,8.1,5.5,0.82,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250570,Undergraduate,Computer Science and Technology,Chinese-taught,3.09,36,8.1,0.3,0,1,IELTS,100.0,HSK5,1,0.97,Russia,1,0,1,0,34,Male,1,Medium,Government,0,6.6,83.6,6.9,7.9,5.8,0.87,Invalid,2,0.85,Rejected,None,0
BIT20250571,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,3.5,58,8.0,6.1,1,1,DUOLINGO,92.3,NO_EXAM,2,0.96,Russia,0,0,0,0,25,Female,1,Medium,University,1,7.9,68.6,5.1,9.2,6.1,1.0,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250572,Chinese Language,Chinese Language and Culture,Chinese-taught,4.0,76,9.7,7.2,1,3,IELTS,76.5,HSK5,3,0.75,Kenya,1,0,0,0,23,Female,0,High,Government,0,6.8,78.6,7.5,6.9,9.8,0.99,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250573,Undergraduate,Management,Chinese-taught,3.63,38,8.4,4.2,2,1,IELTS,83.0,HSK5,1,0.98,Indonesia,0,0,0,1,28,Male,1,Low,Government,1,7.0,60.9,9.2,6.6,8.5,0.98,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250574,Postgraduate,Safety Science and Technology,Chinese-taught,3.28,11,4.3,7.6,2,0,TOEFL,88.1,HSK5,3,0.87,Morocco,1,1,0,0,20,Male,1,High,University,0,5.8,77.6,6.6,7.5,8.4,0.73,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250575,Chinese Language,Chinese Language and Culture,Chinese-taught,3.23,12,9.3,2.3,0,3,IELTS,90.4,HSK5,3,0.91,Mongolia,1,0,0,0,23,Male,1,Medium,Government,0,4.3,94.5,5.5,7.9,7.5,0.93,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250576,Dual Degree,Joint Mechanical Engineering,English-taught,3.16,42,9.2,2.2,0,0,NO_EXAM,76.0,NO_EXAM,5,0.95,Egypt,1,1,0,0,34,Male,1,Medium,University,0,9.5,64.9,9.9,6.1,7.7,0.96,Valid,0,0.84,Rejected,None,0
BIT20250577,Undergraduate,Art and Design,English-taught,3.77,39,6.7,1.6,0,3,TOEFL,78.9,NO_EXAM,11,0.73,Brazil,1,1,0,1,24,Female,1,Low,Government,0,4.1,76.5,5.6,8.4,6.5,0.8,Valid,0,0.81,Rejected,None,0
BIT20250578,Dual Degree,Joint Computer Science Program,Chinese-taught,3.05,71,7.5,3.7,0,2,TOEFL,68.5,HSK5,4,0.75,Kazakhstan,1,1,1,0,23,Male,0,Low,Government,0,5.7,58.8,7.6,9.0,5.8,0.77,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250579,Postgraduate,Materials Science and Technology,English-taught,3.32,11,9.9,8.5,1,1,DUOLINGO,95.4,NO_EXAM,6,0.79,Pakistan,1,0,0,0,30,Male,1,Low,Self-funded,1,6.7,80.1,9.0,7.9,8.9,0.92,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250580,Undergraduate,Humanities and Social Sciences,Chinese-taught,3.32,36,7.2,8.3,0,2,DUOLINGO,81.6,HSK6,10,0.84,Mongolia,0,1,0,0,31,Female,1,Low,Government,1,5.9,84.7,6.3,7.6,7.4,0.73,Valid,1,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250581,Postgraduate,National Economy Mobilization,English-taught,3.1,52,9.4,3.8,0,4,TOEFL,89.7,NO_EXAM,6,0.8,Kazakhstan,1,0,0,0,25,Male,1,Medium,Government,0,7.3,83.8,9.2,6.5,6.3,0.98,Valid,1,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250582,Dual Degree,Joint Mechanical Engineering,English-taught,2.75,31,4.5,5.9,1,1,NO_EXAM,99.2,NO_EXAM,2,0.85,Morocco,0,1,0,0,30,Male,1,Low,Self-funded,0,6.8,74.0,7.8,9.5,8.2,0.75,Valid,1,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250583,Postgraduate,Instrument Science and Technology,English-taught,3.43,33,5.1,7.2,0,0,IELTS,87.2,NO_EXAM,8,0.76,Russia,1,0,0,0,26,Male,1,Low,Self-funded,1,5.5,58.6,6.7,8.8,6.0,0.84,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250584,Undergraduate,Law,English-taught,3.28,13,6.6,2.4,0,4,IELTS,83.9,NO_EXAM,6,0.9,Ethiopia,1,1,0,0,22,Female,1,High,University,1,4.5,67.6,9.3,7.4,7.4,0.99,Valid,0,0.94,Admitted,Partial,20134
BIT20250585,Postgraduate,Master of Business Administration (MBA),Chinese-taught,3.5,18,7.5,1.7,3,2,TOEFL,86.9,HSK6,6,0.72,Thailand,1,0,0,0,28,Male,1,High,University,1,4.8,92.6,8.1,8.3,6.0,1.0,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250586,Undergraduate,Mechatronical Engineering,English-taught,3.09,41,8.9,9.7,0,3,IELTS,85.6,NO_EXAM,1,0.81,Mongolia,1,1,0,0,24,Male,0,High,Self-funded,0,6.9,88.8,8.1,6.7,8.8,0.93,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250587,Undergraduate,Foreign Languages,English-taught,3.79,58,9.9,6.2,1,3,IELTS,97.5,HSK1,11,0.75,Thailand,1,0,0,0,23,Male,1,Medium,Government,1,9.1,79.1,7.5,5.3,6.6,0.95,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250588,Undergraduate,Materials Science and Engineering,English-taught,2.95,56,6.3,9.8,0,4,IELTS,88.1,NO_EXAM,9,0.92,Kenya,1,0,0,1,29,Female,1,Medium,Self-funded,0,4.6,81.6,6.4,6.0,7.2,0.99,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250589,Undergraduate,Economics,English-taught,3.98,24,4.3,3.4,0,0,IELTS,79.6,HSK2,2,0.97,Pakistan,0,1,0,0,29,Male,1,Medium,University,0,8.1,69.7,6.5,5.4,8.8,0.98,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250590,Undergraduate,Medical Technology,Chinese-taught,2.6,73,8.8,7.0,0,1,DUOLINGO,95.5,HSK6,2,0.72,Zimbabwe,1,1,0,0,23,Female,1,Medium,Government,0,8.8,92.9,5.4,7.5,8.3,0.89,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250591,Undergraduate,Optics and Photonics,Chinese-taught,3.47,31,7.6,2.2,1,1,TOEFL,97.3,HSK5,11,0.94,India,1,1,1,0,21,Male,0,Low,Self-funded,0,5.7,72.8,6.2,8.1,7.0,0.92,Valid,0,0.8,Rejected,None,0
BIT20250592,Postgraduate,Law,English-taught,3.49,55,5.2,2.6,1,1,NO_EXAM,71.6,HSK2,5,0.97,Zimbabwe,0,0,1,0,30,Male,0,Low,University,0,8.0,84.4,6.4,6.9,5.4,0.88,Valid,0,0.82,Rejected,None,0
BIT20250593,Undergraduate,Computer Science and Technology,Chinese-taught,2.98,10,7.0,5.1,0,1,TOEFL,100.0,HSK5,3,0.99,Egypt,1,1,0,1,29,Female,1,Low,Self-funded,0,8.1,66.7,5.3,7.7,9.6,0.85,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250594,Undergraduate,Medical Technology,Chinese-taught,3.47,60,8.5,3.2,0,0,IELTS,88.6,HSK6,3,0.87,Egypt,1,1,0,0,32,Male,1,Medium,Self-funded,0,8.2,78.2,5.6,5.4,5.0,0.96,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250595,Chinese Language,Chinese Language and Culture,Chinese-taught,3.81,2,8.6,1.7,1,1,IELTS,87.8,HSK6,0,0.8,India,1,0,0,0,25,Male,1,Medium,Government,0,9.3,92.5,6.4,8.8,8.7,0.92,Valid,2,0.89,Rejected,None,0
BIT20250596,Postgraduate,Business Administration,English-taught,2.41,15,7.0,2.6,0,1,IELTS,95.1,HSK3,5,0.8,Egypt,1,0,0,1,30,Female,1,Medium,University,0,6.4,70.5,8.4,5.2,9.7,0.96,Valid,1,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250597,Postgraduate,Design,Chinese-taught,3.5,3,5.8,0.4,0,5,DUOLINGO,79.3,HSK5,7,0.81,Kazakhstan,0,1,0,1,28,Male,1,Low,Government,0,5.5,87.5,5.9,8.2,6.5,0.73,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250598,Undergraduate,Life Science,English-taught,2.3,43,9.8,7.0,0,1,IELTS,94.5,HSK1,7,0.88,Kenya,1,1,0,1,28,Female,0,Low,University,0,7.3,69.2,7.6,7.2,5.4,0.87,Valid,1,0.83,Rejected,None,0
BIT20250599,Undergraduate,Chemistry and Chemical Engineering,English-taught,2.91,31,8.0,4.9,2,2,IELTS,81.2,NO_EXAM,7,0.85,India,0,1,0,0,28,Male,1,Medium,Government,0,4.4,71.0,7.5,5.9,6.2,0.8,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250600,Undergraduate,Chemistry and Chemical Engineering,Chinese-taught,3.95,70,6.4,0.9,1,2,NO_EXAM,70.3,HSK5,4,0.9,Russia,1,1,0,0,34,Female,1,Medium,University,0,6.0,79.9,9.2,7.6,6.6,0.85,Valid,0,0.88,Admitted,Partial,23486
BIT20250601,Undergraduate,Foreign Languages,English-taught,3.07,67,5.7,1.7,0,2,TOEFL,75.0,NO_EXAM,9,0.71,France,1,0,0,1,18,Female,1,Medium,Self-funded,0,9.3,89.7,8.0,8.9,7.3,0.88,Invalid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250602,Undergraduate,Chemistry and Chemical Engineering,Chinese-taught,2.83,56,8.4,1.0,1,3,IELTS,90.7,HSK6,5,0.73,France,0,1,1,1,30,Male,0,Low,Self-funded,0,7.2,77.0,9.6,7.1,7.6,0.95,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250603,Undergraduate,Cyberspace Science and Technology,Chinese-taught,3.22,63,5.5,6.1,0,2,IELTS,75.5,HSK5,4,0.99,Indonesia,1,1,0,0,26,Male,1,Medium,University,0,6.6,86.2,8.1,6.8,8.6,0.71,Valid,0,0.98,Admitted,Partial,27062
BIT20250604,Undergraduate,Cyberspace Science and Technology,English-taught,4.0,75,5.0,0.9,0,1,DUOLINGO,100.0,NO_EXAM,3,1.0,Malaysia,0,1,0,1,28,Male,0,High,Government,0,5.6,91.4,5.1,5.7,9.5,0.75,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250605,Undergraduate,Mechanical Engineering,Chinese-taught,2.57,15,7.2,7.5,0,1,DUOLINGO,96.9,HSK5,11,0.92,Pakistan,0,1,0,0,26,Female,1,High,Government,0,5.5,72.3,6.9,8.0,7.3,0.98,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250606,Postgraduate,Armament Science and Technology,English-taught,2.88,92,5.7,0.2,1,2,IELTS,98.3,NO_EXAM,3,0.78,Ethiopia,1,1,1,0,34,Male,1,Low,Company,1,5.4,64.7,8.5,9.1,8.7,0.99,Valid,0,0.8,Rejected,None,0
BIT20250607,Undergraduate,Life Science,English-taught,3.9,10,7.8,2.5,1,1,IELTS,86.2,HSK2,3,0.99,Kazakhstan,1,0,0,0,24,Female,1,Medium,Self-funded,0,9.0,76.4,7.4,7.8,5.6,0.72,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250608,Undergraduate,Aerospace Engineering,English-taught,4.0,38,4.7,8.9,0,3,DUOLINGO,87.6,HSK2,3,0.76,Malaysia,1,0,0,0,25,Female,1,Low,University,1,9.9,92.7,7.1,5.8,6.6,0.8,Valid,0,0.93,Admitted,Full,46319
BIT20250609,Postgraduate,Aeronautical and Astronautical Science and Technology,Chinese-taught,3.26,47,7.9,7.2,0,4,TOEFL,73.1,HSK5,5,0.92,France,0,0,0,0,19,Male,0,Medium,Government,0,7.2,71.9,8.4,8.3,5.6,0.7,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250610,Postgraduate,Optical Engineering,English-taught,2.8,57,5.7,0.7,0,2,DUOLINGO,95.0,NO_EXAM,5,0.73,Ethiopia,1,1,0,0,31,Male,1,Medium,Self-funded,0,4.5,90.1,6.4,5.2,8.5,0.93,Valid,2,0.99,Rejected,None,0
BIT20250611,Undergraduate,Mechanical Engineering,English-taught,4.0,50,4.0,8.2,2,1,TOEFL,88.8,NO_EXAM,4,0.89,Kazakhstan,0,0,1,0,27,Male,1,Low,Government,0,8.5,77.4,9.5,9.2,9.5,0.9,Valid,2,0.99,Rejected,None,0
BIT20250612,Chinese Language,Chinese Language and Culture,Chinese-taught,3.94,71,4.8,4.9,2,0,NO_EXAM,90.7,HSK5,11,0.93,Malaysia,1,1,0,0,26,Female,1,Medium,University,0,9.3,97.6,7.1,9.6,9.4,0.87,Valid,0,0.87,Admitted,Partial,23678
BIT20250613,Postgraduate,Design,English-taught,3.57,15,9.6,8.5,1,1,IELTS,100.0,NO_EXAM,10,0.96,Russia,1,0,1,0,18,Male,1,Medium,Self-funded,0,9.6,100.0,8.2,8.0,6.6,0.91,Valid,0,0.89,Admitted,Full,54143
BIT20250614,Undergraduate,Automation,Chinese-taught,2.98,18,9.2,6.0,0,1,IELTS,78.9,HSK5,10,0.92,Ethiopia,0,0,0,1,29,Female,0,High,Self-funded,1,7.8,90.3,9.9,9.4,6.2,0.86,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
